Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido,Diff_Pedido_Liberado
889303,Acesso Livre,PR,LARANJEIRAS DO SUL,76205970000195,MUNICIPIO DE LARANJEIRAS DO SUL,CONTRATO DE REPASSE,SIM,Construção de ciclovia pavimentada no canteiro central da Avenida Santos Dumont,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-13 00:00:00,2022-12-13 00:00:00,1,487990.0,97500.0,0.0,97507.06,0.0,390490.0
889306,Acesso Livre,PR,JACAREZINHO,76966860000146,MUNICIPIO DE JACAREZINHO,CONTRATO DE REPASSE,SIM,"Pavimentação de ruas nos bairros da cidade, deste município, sendo previsto a realização de serviços de base, revestimento em CBUQ, drenagem, meio fio; sarjeta de concreto, urbanização com implantação de calçadas, gramas e sinalização viária.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-16 00:00:00,2022-12-16 00:00:00,1,994791.67,0.0,0.0,0.0,0.0,994791.67
889312,Acesso Livre,PR,PARAISO DO NORTE,75476556000158,MUNICIPIO DE PARAISO DO NORTE,CONTRATO DE REPASSE,SIM,Recapeamento de Vias Urbanas.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-30 00:00:00,1,309717.92,0.0,0.0,0.0,0.0,309717.92
889313,Acesso Livre,PR,SANTA FE,76291418000167,MUNICIPIO DE SANTA FE,CONTRATO DE REPASSE,SIM,Planejamento Urbano - readequação de vias públicas.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,382382.39,382382.39,76782.39,305615.07,0.0,0.0
889347,Acesso Livre,PR,MARMELEIRO,76205665000101,MUNICIPIO DE MARMELEIRO,CONTRATO DE REPASSE,SIM,Recapeamento Asfáltico de Vias Públicas Urbanas,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-10 00:00:00,2022-12-10 00:00:00,1,328899.83,0.0,0.0,0.0,0.0,328899.83
889352,Acesso Livre,PR,SALTO DO LONTRA,76205707000104,MUNICIPIO DE SALTO DO LONTRA,CONTRATO DE REPASSE,SIM,Recape Asfáltico em Vias Públicas Urbanas,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-03 00:00:00,2022-12-03 00:00:00,1,335000.0,0.0,0.0,0.0,0.0,335000.0
889377,Acesso Livre,PR,TAMBOARA,76978519000100,MUNICIPIO DE TAMBOARA,CONTRATO DE REPASSE,SIM,"Execução de Obras de Drenagem e Pavimentação em Ruas e Avenidas, pertencentes ao Quadro Urbano do Munícipio de Tamboara.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,239943.75,0.0,0.0,0.0,0.0,239943.75
889413,Acesso Livre,PR,WENCESLAU BRAZ,76920800000192,MUNICIPIO DE WENCESLAU BRAZ,CONTRATO DE REPASSE,SIM,Pavimentação Urbana.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-09 00:00:00,2022-12-30 00:00:00,1,390000.0,0.0,0.0,0.0,0.0,390000.0
889441,Acesso Livre,PR,ITAMBE,76282698000147,MUNICIPIO DE ITAMBE,CONTRATO DE REPASSE,SIM,Obras de Pavimentação asfáltica em trecho da Rua Vereador Rodolfo Alfredo Schlatter.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,322975.2,0.0,0.0,0.0,0.0,322975.2
889447,Acesso Livre,PR,CAMPO DO TENENTE,76002658000102,MUNICIPIO DE CAMPO DO TENENTE,CONTRATO DE REPASSE,SIM,"Pavimentacao em CBUQ de ciclovia, Calcadas em Paver com meio fio e acessibilidade,paisagismo - aprox. 2.300 m",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-12 00:00:00,2021-08-30 00:00:00,1,343750.0,0.0,0.0,0.0,0.0,343750.0
889451,Acesso Livre,PR,ARAPONGAS,76958966000106,MUNICIPIO DE ARAPONGAS,CONTRATO DE REPASSE,SIM,Pavimentação de parte da Rua Jurutau.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-13 00:00:00,2022-12-13 00:00:00,1,964946.67,191000.0,0.0,191222.58,0.0,773946.67
889463,Acesso Livre,PR,GUARAPUAVA,76178037000176,MUNICIPIO DE GUARAPUAVA,CONTRATO DE REPASSE,SIM,Recape do pavimento asfáltico em via urbana no município de Guarapuava-PR.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-12 00:00:00,2022-12-30 00:00:00,1,302509.82,73309.82,0.0,73317.85,0.0,229200.0
889469,Acesso Livre,PR,LONDRINA,75771477000170,MUNICIPIO DE LONDRINA,CONTRATO DE REPASSE,SIM,Recapeamento no Município de Londrina/PR,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-12 00:00:00,2022-12-12 00:00:00,1,250000.0,0.0,0.0,0.0,0.0,250000.0
889516,Acesso Livre,PR,PARAISO DO NORTE,75476556000158,MUNICIPIO DE PARAISO DO NORTE,CONTRATO DE REPASSE,SIM,Pavimentação de Vias Urbanas - Vila Santa Terezinha,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-30 00:00:00,1,345841.72,0.0,0.0,0.0,0.0,345841.72
889517,Acesso Livre,PR,UMUARAMA,76247378000156,MUNICIPIO DE UMUARAMA,CONTRATO DE REPASSE,SIM,Pavimentação e Drenagem de ruas do Municipio de Umuarama-PR.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-30 00:00:00,1,800000.0,0.0,0.0,0.0,0.0,800000.0
889542,Acesso Livre,PR,CONTENDA,76105519000104,MUNICIPIO DE CONTENDA,CONVENIO,NÃO,Aquisição de 1 (um) Caminhão novo.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2020-01-16 00:00:00,2021-07-09 00:00:00,1,146000.0,146000.0,146000.0,14.8,0.0,0.0
889544,Acesso Livre,PR,MARIALVA,18720497000188,CONSORCIO PUBLICO INTERMUNICIPAL PARA O DESENVOLVIMENTO SUSTENTAVEL DA REGIAO DO VALE DO MEDIO IVAI DO ESTADO DO PARANA - CIMEIV,CONTRATO DE REPASSE,SIM,"A execução dos serviços de recuperação da malha asfáltica, recape, nos municípios citados no plano de trabalho.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Consórcio Público,2019-12-31 00:00:00,2023-12-30 00:00:00,1,1822499.9,0.0,0.0,0.0,0.0,1822499.9
889575,Acesso Livre,PR,PONTA GROSSA,77782332000108,ASSOCIACAO ESQUADRAO DA VIDA DE PONTA GROSSA,TERMO DE FOMENTO,SIM,Aquisição de Equipamentos,Em execução,MINISTERIO DA CIDADANIA,Organização da Sociedade Civil,2019-12-16 00:00:00,2020-12-31 00:00:00,1,100000.0,100000.0,81815.04,29432.23,0.0,0.0
889666,Acesso Livre,PR,CAMPO DO TENENTE,76002658000102,MUNICIPIO DE CAMPO DO TENENTE,CONVENIO,NÃO,"Aquisição Caminhao novo 4x2, minimo de 185 CV, minimo PDT 16.000 equipado com cacamba 5m cubicos",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2020-01-15 00:00:00,2021-07-08 00:00:00,1,216793.33,0.0,0.0,0.0,0.0,216793.33
889668,Acesso Livre,PR,CURITIBA,76416957000185,SECRETARIA DE ESTADO DA AGRICULTURA E DO ABASTECIMENTO,CONVENIO,SIM,Aquisição de patrulha (S) mecanizada (S).,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Estadual ou do Distrito Federal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,815591.8,0.0,0.0,0.0,0.0,815591.8
889700,Acesso Livre,PR,TIJUCAS DO SUL,76105584000121,MUNICIPIO DE TIJUCAS DO SUL,CONVENIO,NÃO,Aquisição de caminhão 3/4 equipado com carroceria de madeira.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2020-01-17 00:00:00,2021-07-10 00:00:00,1,215833.33,0.0,0.0,0.0,0.0,215833.33
889713,Acesso Livre,PR,IVATE,95640553000115,MUNICIPIO DE IVATE,CONTRATO DE REPASSE,NÃO,"Pavimentação Asfáltica no Município de Ivaté, Paraná.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,287031.16,0.0,0.0,0.0,0.0,287031.16
889721,Acesso Livre,PR,ITAGUAJE,76970359000153,MUNICIPIO DE ITAGUAJE,CONTRATO DE REPASSE,NÃO,PAVIMENTAÇÃO DE VIAS URBANAS DO MUNICIPIO,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,365612.39,73049.35,0.0,73135.68,0.0,292563.04000000004
889749,Acesso Livre,PR,JANDAIA DO SUL,75771204000125,MUNICIPIO DE JANDAIA DO SUL,CONVENIO,NÃO,Aquisição de Patrulha Mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,335000.0,0.0,0.0,0.0,0.0,335000.0
889751,Acesso Livre,PR,IBIPORA,76244961000103,MUNICIPIO DE IBIPORA,CONVENIO,NÃO,Aquisição de 02 caminhões basculantes novos.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,458000.0,0.0,0.0,0.0,0.0,458000.0
889753,Acesso Livre,PR,MARILENA,75971010000173,MUNICIPIO DE MARILENA,CONVENIO,NÃO,Aquisição de máquinas e equipamentos agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,239750.0,0.0,0.0,0.0,0.0,239750.0
889755,Acesso Livre,PR,JUSSARA,75789552000120,MUNICIPIO DE JUSSARA,CONTRATO DE REPASSE,NÃO,Pavimentação de vias urbanas.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,278968.27,55737.86,0.0,55741.9,0.0,223230.41000000003
889756,Acesso Livre,PR,CALIFORNIA,75771279000106,MUNICIPIO DE CALIFORNIA,CONVENIO,NÃO,Aquisição de equipamentos agricolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,144250.0,0.01,0.0,0.01,0.0,144249.99
889757,Acesso Livre,PR,OURIZONA,76282672000107,MUNICIPIO DE OURIZONA,CONTRATO DE REPASSE,NÃO,"RECAPEAMENTO ASFÁLTICO, SINALIZAÇÃO HORIZONTAL E VERTICAL E  READEQUAÇÃO DE RAMPAS DE ACESSIBILIDADE.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,492620.88,0.0,0.0,0.0,0.0,492620.88
889778,Acesso Livre,PR,QUERENCIA DO NORTE,76973692000116,MUNICIPIO DE QUERENCIA DO NORTE,CONVENIO,NÃO,AQUISIÇÃO DE TRATOR E IMPLEMENTOS AGRICOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,289500.0,0.0,0.0,3000.32,0.0,289500.0
889781,Acesso Livre,PR,ABATIA,75743567000157,MUNICIPIO DE ABATIA,CONVENIO,NÃO,Compra de uma Retroescavadeira e um Caminhão Reboque Prancha.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,592500.0,0.0,0.0,0.0,0.0,592500.0
889786,Acesso Livre,PR,NOVO ITACOLOMI,95639472000103,MUNICIPIO DE NOVO ITACOLOMI,CONVENIO,NÃO,Aquisição de Patrulha Mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,509000.0,992851.01,629301.01,363592.6,0.0,-483851.01
889791,Acesso Livre,PR,APUCARANA,75771253000168,MUNICIPIO DE APUCARANA,CONVENIO,NÃO,Aquisição de equipamentos permanentes para manutenção de estradas vicinais no município de Apucarana/PR.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,733730.04,0.0,0.0,0.0,0.0,733730.04
889795,Acesso Livre,PR,NOVA SANTA BARBARA,95561080000160,MUNICIPIO DE NOVA SANTA BARBARA,CONVENIO,NÃO,Aquisição de Equipamento,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,497000.0,0.0,0.0,0.0,0.0,497000.0
889800,Acesso Livre,PR,PRIMEIRO DE MAIO,76245059000101,MUNICIPIO DE PRIMEIRO DE MAIO,CONVENIO,NÃO,Aquisição de Patrulha Mecanizada nova para o município de Primeiro de Maio.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,495000.0,0.0,0.0,0.0,0.0,495000.0
889802,Acesso Livre,PR,ADRIANOPOLIS,76105642000117,MUNICIPIO DE ADRIANOPOLIS,CONVENIO,NÃO,Aquisição de Escavadeira Hidráulica,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,410000.0,0.0,0.0,0.0,0.0,410000.0
889804,Acesso Livre,PR,ARIRANHA DO IVAI,01612453000131,MUNICIPIO DE ARIRANHA DO IVAI,CONVENIO,NÃO,Aquisição de Caminhão Basculante Novo,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,300000.0,0.0,0.0,0.0,0.0,300000.0
889807,Acesso Livre,PR,QUATRO PONTES,95719381000170,MUNICIPIO DE QUATRO PONTES,CONVENIO,NÃO,Aquisição de Equipamentos.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,248750.0,248750.0,229500.0,19263.08,0.0,0.0
889808,Acesso Livre,PR,CERRO AZUL,76105626000124,MUNICIPIO DE CERRO AZUL,CONVENIO,NÃO,Aquisição de Rolo Compactador,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,307000.0,0.0,0.0,0.0,0.0,307000.0
889810,Acesso Livre,PR,IGUARACU,75772525000144,MUNICIPIO DE IGUARACU,CONVENIO,NÃO,Caminhão pipa novo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,240000.0,0.0,0.0,0.0,0.0,240000.0
889812,Acesso Livre,PR,ITAMBARACA,80926751000172,CONSELHO COMUNITARIO HOSPITAL DR.UBIRAJARA CONDESSA DE ITAMBARACA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2020-01-16 00:00:00,2021-01-10 00:00:00,1,299980.0,0.0,0.0,0.0,0.0,299980.0
889813,Acesso Livre,PR,CORBELIA,76208826000102,MUNICIPIO DE CORBELIA,CONVENIO,NÃO,Aquisição de Patrulha Mecanizada.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,420000.0,0.0,0.0,0.0,0.0,420000.0
889814,Acesso Livre,PR,ALTONIA,81478059000191,MUNICIPIO DE ALTONIA,CONVENIO,NÃO,Aquisição de Rolo Compactador Novo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,248750.0,0.0,0.0,0.0,0.0,248750.0
889822,Acesso Livre,PR,KALORE,75771238000110,MUNICIPIO DE KALORE,CONVENIO,NÃO,Aquisição Patrulha Agrícola Mecanizada Nova,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,106500.0,0.0,0.0,1.0,0.0,106500.0
889824,Acesso Livre,PR,GODOY MOREIRA,81392656000107,MUNICIPIO DE GODOY MOREIRA,CONVENIO,NÃO,Aquisição Patrulha Agrícola Mecanizada Nova,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,106500.0,0.0,0.0,0.0,0.0,106500.0
889831,Acesso Livre,PR,SAO JOAO DO IVAI,75741355000130,MUNICIPIO DE SAO JOAO DO IVAI,CONVENIO,NÃO,Aquisição Pá Carregadeira Nova,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,325000.0,325000.0,308000.0,17010.89,0.0,0.0
889834,Acesso Livre,PR,ROSARIO DO IVAI,80059264000150,MUNICIPIO DE ROSARIO DO IVAI,CONVENIO,NÃO,Aquisição Caminhão Pipa Novo,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,230000.0,191000.0,0.0,191012.62,0.0,39000.0
889837,Acesso Livre,PR,TOLEDO,76205806000188,MUNICIPIO DE TOLEDO,CONVENIO,NÃO,Pá Carregadeira,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,395000.0,0.0,0.0,0.0,0.0,395000.0
889838,Acesso Livre,PR,TOLEDO,76205806000188,MUNICIPIO DE TOLEDO,CONVENIO,NÃO,Mini Pá Carregadeira,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,213000.0,0.0,0.0,0.0,0.0,213000.0
889839,Acesso Livre,PR,RIO NEGRO,76002641000147,MUNICIPIO DE RIO NEGRO,CONVENIO,NÃO,Aquisição de Máquinas/Equipamentos Rodoviários para patrulha mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,810000.0,0.0,0.0,0.0,0.0,810000.0
889841,Acesso Livre,PR,SAO MIGUEL DO IGUACU,76206499000150,MUNICIPIO DE SAO MIGUEL DO IGUACU,CONVENIO,NÃO,AQUISIÇÃO DE EQUIPAMENTO PARA O FOMENTO AO SETOR AGROPECUÁRIO,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,151250.0,0.0,0.0,0.0,0.0,151250.0
889846,Acesso Livre,PR,RONDON,75380071000166,MUNICIPIO DE RONDON,CONVENIO,NÃO,Aquisição de equipamentos para a patrulha rural mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,153500.0,0.0,0.0,0.0,0.0,153500.0
889848,Acesso Livre,PR,CATANDUVAS,76208842000103,MUNICIPIO DE CATANDUVAS,CONVENIO,NÃO,Aquisição de Patrulha Mecanizada.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,211000.0,0.0,0.0,0.0,0.0,211000.0
889852,Acesso Livre,PR,SANTO INACIO,76970375000146,MUNICIPIO DE SANTO INACIO,CONVENIO,NÃO,Aquisição de Máquinas Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,503000.0,0.0,0.0,0.0,0.0,503000.0
889856,Acesso Livre,PR,PEROLA,81478133000170,MUNICIPIO DE PEROLA,CONVENIO,NÃO,Aquisição de equipamentos agrícola novos.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,104500.0,0.0,0.0,0.0,0.0,104500.0
889861,Acesso Livre,PR,RESERVA,76169879000161,MUNICIPIO DE RESERVA,CONVENIO,NÃO,Trator Agrícola e Plantadeira e Adubadeira.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,180900.0,0.0,0.0,0.0,0.0,180900.0
889870,Acesso Livre,PR,SERTANEJA,75393082000180,MUNICIPIO DE SERTANEJA,CONVENIO,NÃO,AQUISI��O DE M�QUINAS E EQUIPAMENTOS AGR�COLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,497500.0,497500.0,350000.0,147518.78,0.0,0.0
889871,Acesso Livre,PR,DOUTOR ULYSSES,95422911000113,MUNICIPIO DE DOUTOR ULYSSES,CONVENIO,NÃO,Maquinas e equipamentos agrícola novos,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,240000.0,0.0,0.0,0.0,0.0,240000.0
889877,Acesso Livre,PR,QUATIGUA,76966852000108,MUNICIPIO DE QUATIGUA,CONVENIO,NÃO,"Aquisição de duas retroescavadeira, que atenda às demandas de maquinário pesado, em áreas de difícil acesso, principalmente para terraplanagem e escavação.",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,507500.0,0.0,0.0,0.0,0.0,507500.0
889880,Acesso Livre,PR,TERRA ROXA,75587204000170,MUNICIPIO DE TERRA ROXA,CONVENIO,NÃO,Aquisição de Trator e equipamentos agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,274080.0,0.0,0.0,0.0,0.0,274080.0
889883,Acesso Livre,PR,MAUA DA SERRA,95548400000142,MUNICIPIO DE MAUA DA SERRA,CONVENIO,NÃO,Aquisição de implementos agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,100700.0,100700.0,35000.0,65705.59,0.0,0.0
889887,Acesso Livre,PR,QUITANDINHA,76002674000197,MUNICIPIO DE QUITANDINHA,CONVENIO,NÃO,Aquisição de Implementos Agricola,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,199000.0,0.0,0.0,0.0,0.0,199000.0
889891,Acesso Livre,PR,CAMBIRA,75771287000152,MUNICIPIO DE CAMBIRA,CONVENIO,NÃO,Aquisição de Máquinas e Equipamentos.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,140000.0,0.0,0.0,0.0,0.0,140000.0
889903,Acesso Livre,PR,CAPANEMA,75972760000160,MUNICIPIO DE CAPANEMA,CONVENIO,NÃO,Aquisição de Equipamentos Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,298500.0,298500.0,0.0,298511.96,0.0,0.0
889913,Acesso Livre,PR,TAPEJARA,76247345000106,MUNICIPIO DE TAPEJARA,CONVENIO,NÃO,Aquisição de Patrulha Mecanizada.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,102000.0,0.0,0.0,0.0,0.0,102000.0
889928,Acesso Livre,PR,SAO JORGE DO PATROCINIO,77870475000163,MUNICIPIO DE SAO JORGE DO PATROCINIO,CONVENIO,NÃO,Aquisição de Equipamentos,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,325100.0,325100.0,0.0,325124.37,0.0,0.0
889952,Acesso Livre,PR,JOAQUIM TAVORA,76966845000106,MUNICIPIO DE JOAQUIM TAVORA,CONVENIO,NÃO,AQUISIÇÃO DE EQUIPAMENTOS AGRICOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,315812.47,0.0,0.0,0.0,0.0,315812.47
889963,Acesso Livre,PR,RIBEIRAO DO PINHAL,76968064000142,MUNICIPIO DE RIBEIRAO DO PINHAL,CONVENIO,NÃO,AQUISIÇÃO DE CAMINHÃO BASCULANTE NOVO.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,337160.0,337160.0,0.0,337185.28,0.0,0.0
889966,Acesso Livre,PR,SAO JORGE DO PATROCINIO,77870475000163,MUNICIPIO DE SAO JORGE DO PATROCINIO,CONVENIO,NÃO,Aquisição de Equipamentos,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,310750.0,310750.0,0.0,310772.51,0.0,0.0
