Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido
862760,Acesso Livre,PR,PALOTINA,76208487000164,MUNICIPIO DE PALOTINA,CONTRATO DE REPASSE,NÃO,Implantação e/ou modernização de infraestrutura esportiva no Estadio Municipal João Bortolozzo.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,29/1/2022,1,"488.000,00","488.000,00","439.025,93","0,00","50.590,58"
862763,Acesso Livre,PR,NOVA PRATA DO IGUACU,78103884000105,MUNICIPIO DE NOVA PRATA DO IGUACU,CONTRATO DE REPASSE,NÃO,"Implantação e/ou Modernização de Infra Estrutura Esportiva no município de Nova Prata do Iguaçu, Paraná",Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,29/12/2021,1,"289.060,42","289.060,42","289.060,42","0,00","2.227,30"
862767,Acesso Livre,PR,CORONEL VIVIDA,76995455000156,MUNICIPIO DE CORONEL VIVIDA,CONTRATO DE REPASSE,NÃO,IMPLANTAÇÃO E REMODELAÇÃO DE INFRA ESTRUTURA ESPORTIVA,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,29/11/2021,1,"536.226,49","536.226,49","536.226,49","0,00","1.359,80"
862769,Acesso Livre,PR,CURITIBA,76659820000151,ASSOCIACAO PARANAENSE DE CULTURA - APC,CONVENIO,NÃO,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas enviada para Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,30/12/2017,22/2/2020,1,"150.000,00","70.563,40","70.563,40","0,00","227,36"
862776,Acesso Livre,PR,CHOPINZINHO,76995414000160,MUNICIPIO DE CHOPINZINHO,CONTRATO DE REPASSE,NÃO,Modernização do complexo “Módulo Esportivo Municipal”,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,29/9/2021,1,"288.854,95","288.854,95","288.854,95","0,00","617,92"
862777,Acesso Livre,PR,CAMBIRA,75771287000152,MUNICIPIO DE CAMBIRA,CONTRATO DE REPASSE,NÃO,"APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - Revitalização da Praça Municipal e calçadão de acesso, no município de Cambira/PR.",Em execução,MINISTERIO DO TURISMO,Administração Pública Municipal,29/12/2017,30/7/2022,1,"497.136,08","97.873,25","19.256,59","80.201,60","0,00"
862779,Acesso Livre,PR,CAMPO MAGRO,01607539000176,MUNICIPIO DE CAMPO MAGRO,CONTRATO DE REPASSE,NÃO,Implantação e/ou Modernização de Infraestrutura Esportiva.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,31/12/2020,1,"395.641,11","394.881,73","389.574,01","6.942,33","0,00"
862782,Acesso Livre,PR,ARAPONGAS,76958966000106,MUNICIPIO DE ARAPONGAS,CONTRATO DE REPASSE,NÃO,Implantação e/ou modernização de infraestrutura de Esportes e Lazer.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,31/10/2022,1,"1.423.388,66","1.423.388,66","1.423.388,66","0,00","9.107,54"
862784,Acesso Livre,PR,CURITIBA,76562198000169,HOSPITAL NOSSA SENHORA DAS GRACAS,CONVENIO,NÃO,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,30/12/2017,31/12/2020,1,"210.000,00","169.460,00","169.460,00","654,39","0,00"
862803,Acesso Livre,PR,CURITIBA,76591049000128,LIGA PARANAENSE DE COMBATE AO CANCER,CONVENIO,NÃO,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,30/12/2017,7/11/2019,1,"100.000,00","75.610,00","75.610,00","0,00","365,67"
862805,Acesso Livre,PR,CLEVELANDIA,76161199000100,MUNICIPIO DE CLEVELANDIA,CONTRATO DE REPASSE,NÃO,Modernização do Ginásio de Esportes Municipal Antônio Mariano Zardo.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,29/3/2022,1,"452.484,16","452.484,16","205.778,06","254.614,38","0,00"
862824,Acesso Livre,PR,CRUZEIRO DO IGUACU,95589230000144,MUNICIPIO DE CRUZEIRO DO IGUACU,CONTRATO DE REPASSE,NÃO,Implantação e/ou modernização de Infraestrutura municipal,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,29/10/2021,1,"498.267,90","504.205,01","444.804,11","64.232,85","0,00"
862849,Acesso Livre,PR,SAO MIGUEL DO IGUACU,76206499000150,MUNICIPIO DE SAO MIGUEL DO IGUACU,CONTRATO DE REPASSE,NÃO,APOIO A PROJETO DE INFRAESTRUTURA TURISTICA -IMPLANTAÇÃO DE SINALIZAÇÃO TURÍSTICA NO MUNICÍPIO DE SÃO MIGUEL DO IGUAÇU - PR,Em execução,MINISTERIO DO TURISMO,Administração Pública Municipal,29/12/2017,29/11/2021,1,"244.240,00","244.305,33","240.822,33","4.028,87","0,00"
862856,Acesso Livre,PR,NOVA LARANJEIRAS,95587648000112,MUNICIPIO DE NOVA LARANJEIRAS,CONTRATO DE REPASSE,NÃO,APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - REVITALIZAÇÃO DO LAGO MUNICIPAL NO MUNICÍPIO DE NOVA LARANJEIRAS / PARANÁ.,Prestação de Contas em Análise,MINISTERIO DO TURISMO,Administração Pública Municipal,29/12/2017,29/1/2022,1,"303.992,52","303.992,52","241.166,35","0,00","63.547,53"
862934,Acesso Livre,PR,CONTENDA,76105519000104,MUNICIPIO DE CONTENDA,CONTRATO DE REPASSE,NÃO,Implantação e modernização de infraestrutura esportiva.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,31/12/2020,1,"397.141,47","397.141,47","334.181,20","64.440,43","0,00"
863066,Acesso Livre,PR,CALIFORNIA,75771279000106,MUNICIPIO DE CALIFORNIA,CONVENIO,SIM,"Aquisição de equipamentos agrícolas, visando o fortalecimento da atividade agrícola do município de Califórnia/PR.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,16/1/2018,15/12/2020,1,"151.000,00","141.948,34","141.888,00","75,94","0,00"
863075,Acesso Livre,PR,PONTA GROSSA,80257355000108,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,CONVENIO,SIM,Reforma e substituição das esquadrias (janelas) nas edificações do campus central; material permanente;material de consumo e serviços na rede de informática.,Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,31/12/2020,1,"3.061.226,00","0,00","0,00","0,00","0,00"
863077,Acesso Livre,PR,BARRACAO,75666131000101,MUNICIPIO DE BARRACAO,CONTRATO DE REPASSE,NÃO,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL BASICA – REFORMA DE CENTRO DE CONVIVENCIA - CC,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,29/12/2017,29/8/2021,1,"288.462,23","238.462,23","238.462,23","1.046,78","0,00"
863134,Acesso Livre,PR,ARAPONGAS,76958966000106,MUNICIPIO DE ARAPONGAS,CONTRATO DE REPASSE,SIM,Construção de Ginásio de Esportes no Conjunto Habitacional Araucária,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,31/10/2022,1,"984.848,49","984.848,49","716.441,97","277.613,42","0,00"
863155,Acesso Livre,PR,ITAUNA DO SUL,75458836000133,MUNICIPIO DE ITAUNA DO SUL,CONVENIO,NÃO,Pavimentação em TST de trechos de vias urbanas localizados no Centro de Itaúna do Sul: Rua Belém; Rua Mato Grosso; Rua Itália; Rua Paraná e Rua Felinto de Souza Freire .,Convênio Anulado,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,19/1/2018,3/1/2021,1,"251.250,00","0,00","0,00","0,00","0,00"
863164,Acesso Livre,PR,CASCAVEL,76208867000107,MUNICIPIO DE CASCAVEL,CONTRATO DE REPASSE,SIM,Modernização de Ginásio de Esportes,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/12/2017,29/4/2022,1,"460.255,65","460.255,65","290.943,95","0,00","171.188,98"
863179,Acesso Livre,PR,QUARTO CENTENARIO,01619104000141,MUNICIPIO DE QUARTO CENTENARIO,CONVENIO,NÃO,"Pavimentação Poliédrica nas ruas: Rua José Evaristo Gonçalves; Avenida Rodrigo Cardoso: Travessa Osvaldo Guimarães Farias,todas localizadas no distrito de Bandeirantes D'Oeste no Município de Quarto Centenário/PR",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,19/1/2018,3/1/2021,1,"268.145,82","0,00","0,00","0,00","0,00"
863211,Acesso Livre,PR,CHOPINZINHO,76995414000160,MUNICIPIO DE CHOPINZINHO,CONVENIO,NÃO,"Pavimentação asfáltica em CBUQ, nas Ruas: Guarani, Caramuru, Das Azeléias, Primavera, Das Camélias, Dos Lírios, Juscelino Kusbtschek, 8ª Constituinte, Ilda Paganini, Farroupilha e Mario Ceni, quadro urbano do Município de Chopinzinho",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,23/1/2018,7/1/2021,1,"1.787.670,42","300.000,00","0,00","300.033,55","0,00"
863370,Acesso Livre,PR,CORONEL DOMINGOS SOARES,01614415000118,MUNICIPIO DE CORONEL DOMINGOS SOARES,CONVENIO,NÃO,Cascalhamento de Estradas Vicinais,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,23/1/2018,7/1/2021,1,"970.185,27","194.843,21","193.293,66","3.048,03","0,00"
863376,Acesso Livre,PR,CURITIBA,77964393000188,INSTITUTO DE TECNOLOGIA DO PARANA,CONVENIO,NÃO,IMPLANTAR METODOLOGIA BIM NO PARQUE PRODUTIVO INDUSTRIAL DA SAÚDE,Convênio Rescindido,MINISTERIO DA SAUDE,Empresa pública/Sociedade de economia mista,30/12/2017,10/1/2020,1,"1.069.709,00","0,00","0,00","0,00","0,00"
863386,Acesso Livre,PR,CURITIBA,07404052000172,CRUZ VERMELHA BRASILEIRA - FILIAL DO ESTADO DO PARANA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,30/12/2017,31/12/2020,1,"200.000,00","163.400,00","163.400,00","1.259,29","0,00"
863493,Acesso Livre,PR,IRETAMA,84782952000102,FUNDO MUNICIPAL DE SAUDE DE IRETAMA,CONTRATO DE REPASSE,NÃO,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Administração Pública Municipal,30/12/2017,30/7/2023,1,"950.950,96","190.000,00","6.304,75","183.763,63","0,00"
863534,Acesso Livre,PR,DOURADINA,78200110000194,MUNICIPIO DE DOURADINA,CONTRATO DE REPASSE,NÃO,AQUISISÇAO DE EQUIPAMENTOS PERMANENTES,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/12/2020,1,"152.745,00","190.843,83","142.976,37","48.661,19","0,00"
863570,Acesso Livre,PR,MARINGA,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,CONVENIO,NÃO,Infraestrutura civil e portões de acesso do Campus Regional de Ivaiporã-UEM.,Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,8/2/2021,1,"255.945,60","0,00","0,00","0,00","0,00"
863573,Acesso Livre,PR,CASCAVEL,78680337000184,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,CONVENIO,SIM,"O objeto do projeto visa  Reforma do Banheiro do Prédio do Centro de Ciências da Unioeste - Campus de Cascavel;   Reforma do Blocos F  do Campus de Foz do Iguaçu; Melhoria na Infraestrutura de Redes e Segurança da Informação e Adequações no Estacionamento da Reitoria da Unioeste, bem como aquisição de equipamentos, mobiliários, materiais de consumo, serviços de terceiros para os Campus e Reitoria.",Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,15/1/2021,1,"3.199.253,80","0,00","0,00","0,00","0,00"
863575,Acesso Livre,PR,MARINGA,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,CONVENIO,SIM,"Aquisição de material de consumo, equipamentos e material permanente e reformas visando a melhoria da infraestrutura de ensino da Universidade Estadual de Maringá-UEM.",Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,29/1/2021,1,"3.061.225,00","0,00","0,00","0,00","0,00"
863580,Acesso Livre,PR,MARINGA,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,CONVENIO,SIM,"Construção de bloco didático/administrativo da área de agrárias, conclusão do bloco das engenharias com três pavimentos e construção de nova entrada de energia elétrica no Campus Regional de Umuarama - UEM",Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,29/1/2021,1,"7.227.986,00","0,00","0,00","0,00","0,00"
863583,Acesso Livre,PR,MARINGA,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,CONVENIO,SIM,Construção de Bloco Didático Pedagógico do Campus Regional do Vale do Ivaí (Ivaiporã) e conclusão do Centro de Eventos no Campus Sede - UEM,Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,31/12/2020,1,"12.244.900,00","0,00","0,00","0,00","0,00"
863629,Acesso Livre,PR,CHOPINZINHO,76995414000160,MUNICIPIO DE CHOPINZINHO,CONTRATO DE REPASSE,NÃO,Reforma do complexo Módulo Esportivo Municipal.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/10/2021,1,"732.000,00","732.000,00","458.017,14","276.738,02","0,00"
863631,Acesso Livre,PR,FRANCISCO BELTRAO,77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,CONTRATO DE REPASSE,NÃO,Reforma e/ou Modernização do Ginásio de Esportes Adilson de Oliveira Mendes,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/10/2021,1,"488.500,00","488.500,00","357.010,49","0,00","133.474,23"
863636,Acesso Livre,PR,CIDADE GAUCHA,75377200000167,MUNICIPIO DE CIDADE GAUCHA,CONTRATO DE REPASSE,NÃO,I Etapa da Construção da Praça de Esporte e Lazer.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/7/2022,1,"252.816,47","252.816,47","252.816,47","706,37","0,00"
863637,Acesso Livre,PR,PEROLA,81478133000170,MUNICIPIO DE PEROLA,CONTRATO DE REPASSE,NÃO,MELHORIAS NO COMPLEXO ESPORTIVO MUNICIPAL,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/7/2022,1,"434.797,30","434.797,30","172.164,88","264.318,42","0,00"
863642,Acesso Livre,PR,CAMBE,75732057000184,MUNICIPIO DE CAMBE,CONTRATO DE REPASSE,NÃO,Modernização da infraestrutura esportiva no Município de Cambé.,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,31/10/2022,1,"250.000,00","0,00","0,00","0,00","0,00"
863643,Acesso Livre,PR,CANTAGALO,78279981000145,MUNICIPIO DE CANTAGALO,CONTRATO DE REPASSE,NÃO,Implantação e modernização de infraestrutra esportiva,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/10/2021,1,"1.128.309,53","1.128.309,53","471.248,68","660.646,99","0,00"
863644,Acesso Livre,PR,CRUZEIRO DO OESTE,76381854000127,MUNICIPIO DE CRUZEIRO DO OESTE,CONTRATO DE REPASSE,NÃO,CONSTRUÇÃO DE QUADRA POLIESPORTIVA.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/6/2018,30/12/2022,1,"303.851,16","62.725,32","27.354,62","35.381,61","0,00"
863647,Acesso Livre,PR,CASTRO,77001311000108,MUNICIPIO DE CASTRO,CONTRATO DE REPASSE,NÃO,Construção do ginásio de esporte no Jardim Alvorada.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/9/2020,1,"523.274,28","523.274,28","523.274,28","0,00","2.718,44"
863648,Acesso Livre,PR,CORNELIO PROCOPIO,76331941000170,MUNICIPIO DE CORNELIO PROCOPIO,CONTRATO DE REPASSE,NÃO,CONSTRUÇÃO DE CAMPO SOCIETY,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,31/10/2022,1,"250.000,00","0,00","0,00","0,00","0,00"
863659,Acesso Livre,PR,SERTANEJA,75393082000180,MUNICIPIO DE SERTANEJA,CONTRATO DE REPASSE,NÃO,Modernização de Infraestrutura Esportiva no Município de Sertaneja-PR.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,31/10/2022,1,"281.720,68","259.456,48","116.533,05","144.132,88","0,00"
863660,Acesso Livre,PR,TIBAGI,76170257000153,MUNICIPIO DE TIBAGI,CONTRATO DE REPASSE,NÃO,Modernização da Quadra Poliesportiva da Praça 18 de Março,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,31/12/2020,1,"301.154,63","299.434,91","205.551,49","97.065,45","0,00"
863664,Acesso Livre,PR,ALVORADA DO SUL,75132860000188,MUNICIPIO DE ALVORADA DO SUL,CONTRATO DE REPASSE,NÃO,Reforma e Modernização do Estádio Municipal,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/9/2022,1,"527.148,68","513.723,99","473.667,72","41.147,81","0,00"
863671,Acesso Livre,PR,MIRASELVA,75845529000105,MUNICIPIO DE MIRASELVA,CONTRATO DE REPASSE,NÃO,REFORMA E/OU MODERNIZAÇÃO DOS ESTÁDIOS.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/9/2022,1,"243.999,00","243.999,00","167.932,40","76.948,29","0,00"
863674,Acesso Livre,PR,CAMBE,75732057000184,MUNICIPIO DE CAMBE,CONTRATO DE REPASSE,NÃO,"Implantação e/ou Modernização de infraestrutura esportiva, para o desenvolvimento do esporte educacional no Município de Cambé-Pr.",Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,31/10/2022,1,"394.363,37","263.800,56","44.839,24","219.860,23","0,00"
863676,Acesso Livre,PR,XAMBRE,76247360000154,MUNICIPIO DE XAMBRE,CONTRATO DE REPASSE,NÃO,Reforma e/ou modernização do Ginásio de Esportes do Municipio de Xambrê-PR.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/7/2022,1,"344.124,99","243.750,00","0,00","244.780,81","0,00"
863677,Acesso Livre,PR,LONDRINA,75771477000170,MUNICIPIO DE LONDRINA,CONTRATO DE REPASSE,NÃO,Implantação e/ou modernização de infraestrutura esportiva no município de Londrina,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/9/2022,1,"492.425,00","103.410,00","103.410,00","27,71","0,00"
863679,Acesso Livre,PR,ARAPONGAS,76958966000106,MUNICIPIO DE ARAPONGAS,CONTRATO DE REPASSE,NÃO,Reforma de infraestrutura esportiva,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,31/10/2022,1,"328.875,01","330.360,67","330.360,67","0,00","705,56"
863681,Acesso Livre,PR,IPORA,75738484000170,MUNICIPIO DE IPORA,CONTRATO DE REPASSE,NÃO,Reforma e Estruturação do Ginásio de Esportes João Pipino e do Estádio Municipal Virgínio Bortolotti.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/7/2022,1,"325.665,04","78.268,83","78.268,83","114,82","0,00"
863682,Acesso Livre,PR,QUARTO CENTENARIO,01619104000141,MUNICIPIO DE QUARTO CENTENARIO,CONTRATO DE REPASSE,NÃO,Reforma e Ampliação do Ginásio de Esportes Severino Gomes da Silva,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/7/2022,1,"624.933,65","0,00","0,00","0,00","0,00"
863683,Acesso Livre,PR,RIO BOM,75771212000171,MUNICIPIO DE RIO BOM,CONTRATO DE REPASSE,NÃO,Construção de pista de caminhada.,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/10/2022,1,"282.618,63","282.618,63","223.180,72","60.490,77","0,00"
863694,Acesso Livre,PR,PORECATU,80542764000148,MUNICIPIO DE PORECATU,CONTRATO DE REPASSE,NÃO,Implantação e Modernização da Infraestrutura Esportiva,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/12/2017,30/9/2022,1,"257.282,64","245.750,00","30.784,18","215.866,64","0,00"
863733,Acesso Livre,PR,MIRASELVA,10157458000102,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MIRASELVA,CONTRATO DE REPASSE,SIM,AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Administração Pública Municipal,30/12/2017,30/9/2022,1,"299.976,00","78.078,40","78.078,40","471,15","0,00"
863745,Acesso Livre,PR,BARBOSA FERRAZ,09303602000192,FUNDO MUNICIPAL DE SAUDE DE BARBOSA FERRAZ,CONTRATO DE REPASSE,NÃO,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Administração Pública Municipal,30/12/2017,30/7/2023,1,"1.597.728,00","0,00","0,00","0,00","0,00"
863778,Acesso Livre,PR,CURITIBA,08597121000174,FUNDO ESTADUAL DE SAUDE DO PARANA - FUNSAUDE,CONTRATO DE REPASSE,NÃO,CONSTRUÇÃO DE UNIDADE DE PRODUÇÃO DE MEDICAMENTOS BIOLÓGICOS - UPMB,Convênio Anulado,MINISTERIO DA SAUDE,Administração Pública Estadual ou do Distrito Federal,30/12/2017,28/2/2020,1,"45.795.000,00","0,00","0,00","0,00","0,00"
863779,Acesso Livre,PR,LONDRINA,78613841000161,ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA,CONTRATO DE REPASSE,SIM,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,30/12/2017,30/9/2022,1,"348.192,00","348.192,00","345.632,00","212.510,46","0,00"
863808,Acesso Livre,PR,GOIOERE,78198975000163,MUNICIPIO DE GOIOERE,CONTRATO DE REPASSE,NÃO,EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA E GALERIAS DE ÁGUAS PLUVIAIS EM RUAS DO MUNICÍPIO DE GOIOERÊ.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,30/12/2017,30/7/2022,1,"275.713,00","257.330,17","105.991,72","154.793,49","0,00"
863812,Acesso Livre,PR,LAPA,76020452000105,MUNICIPIO DA LAPA,CONTRATO DE REPASSE,NÃO,Pavimentação de via urbana.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,30/12/2017,31/12/2020,1,"418.047,82","63.359,55","34.448,24","29.519,01","0,00"
863818,Acesso Livre,PR,CANDOI,95684478000194,MUNICIPIO DE CANDOI,CONTRATO DE REPASSE,NÃO,PAVIMENTAÇÃO DE VIA(S) URBANA(S) NO MUNICÍPIO DE CANDOI,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,30/12/2017,31/12/2020,1,"246.110,00","246.110,00","122.398,55","126.313,72","0,00"
863834,Acesso Livre,PR,MARIPA,95583571000102,MUNICIPIO DE MARIPA,CONTRATO DE REPASSE,NÃO,Recapeamento de Vias Urbanas da Sede do Município de Maripá,Prestação de Contas Concluída,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,30/12/2017,30/10/2021,1,"246.100,00","246.100,00","187.286,31","0,00","59.515,64"
863836,Acesso Livre,PR,NOVA LARANJEIRAS,95587648000112,MUNICIPIO DE NOVA LARANJEIRAS,CONTRATO DE REPASSE,NÃO,"Pavimentação das Ruas Darci Terlecki e Raimundo Mioranza, perímetro urbano da Sede municipal",Prestação de Contas Concluída,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,30/12/2017,30/10/2021,1,"278.835,75","278.835,75","278.835,75","0,00","925,09"
863896,Acesso Livre,PR,LONDRINA,78640489000153,UNIVERSIDADE ESTADUAL DE LONDRINA,CONVENIO,SIM,"Reformas, adaptações e adequações nas instalações físicas dos Centros de Letras e Ciências Humanas, Centro de Ciências Biológicas, Centro de Educação Física e Esporte e na rede de dados do Campus Universitário e aquisição de material de consumo e equipamentos/material permanente, de acordo com o especificado no Plano de Trabalho.",Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,29/1/2021,1,"3.061.225,00","32.330,22","0,00","32.659,46","0,00"
863899,Acesso Livre,PR,MARQUINHO,01612552000113,MUNICIPIO DE MARQUINHO,CONVENIO,NÃO,Pavimentação Asfáltica,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,23/1/2018,7/1/2021,1,"983.279,86","590.378,54","588.172,79","2.310,15","0,00"
863921,Acesso Livre,PR,PARANAVAI,05012896000142,UNIVERSIDADE ESTADUAL DO PARANA,CONVENIO,SIM,"O convênio ora pleiteado tem como objeto a aquisição, com recursos de projeto referente à Emenda Parlamentar n.º 71170001, no valor de R$ 3.000.000,00, de equipamentos como: a) aparelhos de medição e orientação; b)aparelhos e equipamentos de comunicação; c) aparelhos, equipamentos e utensílios médico-odontológico, laboratorial; d) instrumentos musicais e artísticos; e) máquinas e equipamentos de natureza industrial; f) máquinas e equipamentos gráficos; g) equipamentos para áudio, vídeo e foto; h) máquinas, equipamentos e utensílios diversos; i) equipamentos de processamento de dados; j) máquinas, ferramentas e utensílios de oficina; k) mobiliário em geral; l) veículos de tração mecânica. Os equipamentos que a Unespar pretende adquirir com os recursos do convênio ora pleiteado serão utilizados em  atividades de ensino, pesquisa, extensão e gestão da universidade. Além disso, os recursos do convênio também se destinam a custear despesas com: a) passagens terrestres; b) limpeza e conservação; c) copa e portaria; d) serviços de jardinagem. Tais despesas de custeio referem-se a ações estratégicas e à manutenção da universidade. Com o recurso ora pleiteado será possível atender os sete campi da Unespar (Apucarana, Campo Mourão, Curitiba I, Curitiba II, Paranaguá, Paranavaí e União da Vitória), além da Reitoria. Com isso, serão beneficiados cerca de 12.000 alunos de graduação e pós-graduação e aproximadamente 1.200 servidores (docentes e agentes universitários).",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/12/2017,31/3/2020,1,"3.061.260,00","0,00","0,00","0,00","0,00"
